rid|tib-title|license|access
W1KG606|གསུང་ཐོར་བུ། རཏྣ་བྷ་དྲ|ccby|openAccess
W1KG11959|གསུང་འབུམ། རྣམ་སྣང་རྡོ་རྗེ།|ccby|openAccess
W1KG9029|དུས་འཁོར་རྒྱུད་སྙིང་བསྡུས་པ།|ccby|openAccess
W1KG9034|ངོ་སྤྲོད་རྒྱུད་གསུམ་གསལ་བྱེད།|ccby|openAccess
W1KG9257|ཀམ་ཚང་བཀའ་བརྒྱུད་དང་རིས་མེད་དཔེ་ཐོ།|ccby|openAccess
W1KG9306|ཇོ་ནང་དང་ཤངས་པ། ལྷོ་བྲག་གྲུབ་ཆེན་རྣམ་ཐར་སོགས་ཀྱི་དཔྱད་གཞི་ཟུར་བཀོལ།|ccby|openAccess
W1KG9609|ཁྲོས་མའི་སྒྲུབ་སྐོར།|ccby|openAccess
W1KG9670|ཟབ་གསང་མཁའ་འགྲོ་གསང་མཛོད།|ccby|openAccess
W1KG9701|བླ་མེད་སྙིང་ཐིག་མཁའ་འགྲོ་ཡོངས་འདུས།|ccby|openAccess
W1KG9819|ཟབ་དོན་ཐུགས་ཀྱི་སྙིང་པོ་བདུད་ཀྱི་གཅོད་ཡུལ་གྱི་སྐོར།|ccby|openAccess
W1PD105899|ཞི་བྱེད་དང་ཤངས་པའི་ཆོས་སྐོར།|ccby|openAccess
W1PD45495|གསུང་འབུམ། ཏཱ་ར་ནཱ་ཐ། （དཔེ་བསྡུར་མ།）|ccby|openAccess
W1PD77570|གསུང་འབུམ། ཏཱ་ར་ན་ཐ ༼བྲིས་མ༽|ccby|openAccess
W1PD95746|ཇོ་ནང་མདོ་སྔགས་རིག་པའི་དཔེ་ཚོགས།|ccby|openAccess
W1PD95807|འདུལ་བ་བདུད་རྩིའི་ཉིང་ཁུ|ccby|openAccess
W1PD95808|སྤྱོད་འཇུག་ས་འགྲེལ|ccby|openAccess
W1PD95809|རྒྱུད་བླ་ས་འགྲེལ|ccby|openAccess
W1PD95812|གསུང་ཐོར་བུ། བློ་གྲོས་དཔལ|ccby|openAccess
W1PD95813|དུས་འཁོར་རྒྱུད་མཆན|ccby|openAccess
W1PD95814|དུས་འཁོར་མཆན་འགྲེལ|ccby|openAccess
W1PD95815|གཞི་ལམ་འབྲས་བུའི་ངོ་སྤྲོད|ccby|openAccess
W1PD96085|གསུང་འབུམ། ཚོགས་གཉིས་རྒྱ་མཚོ|ccby|openAccess
W20384|ཀུན་མཁྱེན་ཇོ་ནང་པ་ཆེན་པོའི་སྐྱེས་རབས་རྟོགས་བརྗོད|ccby|openAccess
W20877|གདམས་ངག་མཛོད།|ccby|openAccess
W20880|འཇམ་མགོན་ཀོང་སྤྲུལ་བློ་གྲོས་མཐའ་ཡས་ཀྱི་རང་རྣམ།|ccby|openAccess
W21208|གསུང་འབུམ། ཤེས་རབ་རྒྱལ་མཚན ༼འཛམ་ཐང༽|ccby|openAccess
W21582|ཇོ་ནང་པའི་ཆོས་སྤྱོད་ཕྱོགས་བསྒྲིགས།|ccby|openAccess
W21605|ཇོ་ནང་ཆོས་འབྱུང་དང་རྗེ་ཇོ་ནང་པ་ཆེན་པོའི་རིང་ལུགས།|ccby|openAccess
W21807|གསུང་འབུམ། མཁྱེན་བརྩེའི་དབང་པོ།|ccby|openAccess
W21808|རྒྱ་ཆེན་བཀའ་མཛོད།（དཔལ་སྤུངས་པར་མ་འབྲུག་སྤ་གྲོའི་བསྐྱར་པར་མ།）|ccby|openAccess
W21811|གདམས་ངག་མཛོད།|ccby|openAccess
W21813|གསུང་འབུམ། འཇམ་དབྱངས་ཆོས་ཀྱི་བློ་གྲོས། ༼དབུ་མེད།༽|ccby|openAccess
W21814|གསུང་ཐོར་བུ། འཇམ་དབྱངས་ཆོས་ཀྱི་བློ་གྲོས། ༼རྒྱ་གར་བིརའི་པར་མ།༽|ccby|openAccess
W21871|རི་ཆོས་ངེས་དོན་རྒྱ་མཚོ་ཞེས་བྱ་བ་མཐར་ཐུག་ཐུན་མོང་མ་ཡིན་པའི་མན་ངག|ccby|openAccess
W22276|གསུང་འབུམ། ཏཱ་ར་ནཱ་ཐ། （འཛམ་ཐང་པར་མ།）|ccby|openAccess
W22277|གསུང་འབུམ། ཏཱ་ར་ནཱ་ཐ ༼རྟག་བརྟན་ཕུན་ཚོངས་གླིང་གི་པར་མ།༽|ccby|openAccess
W22434|ཇོ་ནང་ཁྲིད་བརྒྱ་བརྒྱུད་འདེབས|ccby|openAccess
W19811|གཅོད་ཡུལ་ཉོན་མོངས་ཞི་བྱེད་ཀྱི་བཀའ་གཏེར་བླ་མ་བརྒྱུད་པའི་རྣམ་ཐར་བྱིན་རླབས་གཏེར་མཚོ།|ccby|openAccess
W1KG3410|གཅོད་ཚོགས་ཡོན་ཏན་ཀུན་འབྱུང|ccby|openAccess
W1KG3511|བདུད་འཇོམས་ཁྲོས་མ|ccby|openAccess
W1KG4263|རྗེ་བཙུན་ངག་དབང་སྐལ་ལྡན་རྒྱ་མཚོའི་ལྗགས་རྩོམ་གཅེས་བསྡུས་ནོར་བུའི་ཕྲེང་བ|ccby|openAccess
W1KG4267|ཇོ་ནང་པའི་ཞལ་འདོན་ཕྱོགས་བསྒྲིགས|ccby|openAccess
W1KG4278|དཔལ་ཇོ་ནང་ཆོས་འབྱུང་དང་གདན་རབས་བསྐལ་བཟང་སངས་རྒྱས་དགྱེས་པའི་མཆོད་སྤྲིན|ccby|openAccess
W1KG4281|གསལ་བར་བཤད་ན་བདེ་བླག་ཏུ་གྲུབ་པའི་གཏམ་ཨེ་མ་ཧོ|ccby|openAccess
W23210|གཅོད་སྐོར་གཏེར་ཆེན་རྡོ་རྗེ་གླིང་པའི་གཏེར་ཆོས|ccby|openAccess
W23390|གཅོད་ཚོགས་ཀྱི་ལག་ལེན་སོགས|ccby|openAccess
W23417|བྱམས་མའི་སྙིང་ཐིག|ccby|openAccess
W23709|རི་ཆོས་ངེས་དོན་རྒྱ་མཚོ་དང་ས་བཅད|ccby|openAccess
W23723|རྒྱ་ཆེན་བཀའ་མཛོད|ccby|openAccess
W23727|གསུང་འབུམ། ཤེས་རབ་རྒྱལ་མཚན|ccby|openAccess
W23755|ཕ་དམ་པ་སངས་རྒྱས་རྣམ་པར་ཐར་པ་ངོས་སྒྲུབ་འོད་སྟོང་འབར་བའི་ཉི་མ|ccby|openAccess
W23756|གཅོད་ཚོགས་རིན་ཆེན་ཕྲེང་བ|ccby|openAccess
W23817|རི་ཆོས་ངེས་དོན་རྒྱ་མཚོ|ccby|openAccess
W23820|གཅོད་ཚོགས་གཅོད་ཁྲིད་སོགས|ccby|openAccess
W23838|དུས་འཁོར་སྒྲུབ་དཀྱིལ་གྱི་རྣམ་བཤད་རྡོ་རྗེ་རིན་པོ་ཆེའི་ཕྲ་ཚོམ|ccby|openAccess
W23899|གསུང་འབུམ། ཐུབ་བསྟན་དགེ་ལེགས་རྒྱ་མཚོ|ccby|openAccess
W23911|ཞི་བྱེད་སྔ་བར་ཕྱི་གསུམ་གྱི་སྐོར|ccby|openAccess
W23921|ཐང་སྟོང་སྙན་བརྒྱུད།|ccby|openAccess
W23923|དཔལ་ཇོ་ནང་བའི་ཞལ་འདོན་ཕྱོགས་བསྒྲིགས|ccby|openAccess
W23993|ཕྱག་རྒྱ་ཆེན་པོ་བརྡའི་སྐོར་གསུམ|ccby|openAccess
W24008|ཇོ་ནང་ཁྲིད་བརྒྱ|ccby|openAccess
W24129|ས་ཇོ་གཉིས་ཀྱི་ལྟ་བའི་ཤན་འབྱེད་དོན་ལ་རང་གི་རྟོགས་པ་བརྗོད་པ|ccby|openAccess
W26032|འཛིན་པ་རང་གྲོལ་གྱི་ཆོས་སྐོར།|ccby|openAccess
W26033|གཅོད་འཛིན་པ་རང་གྲོལ་གྱི་འདོན་ཆའི་སྐོར|ccby|openAccess
W1KG13768|ཟབ་ལམ་ཇོ་ནང་སྔོན་འགྲོའི་ཚིག་འགྲེལ་སྔོན་མེད་རབ་གསལ་སྣང་བ།|ccby|openAccess
W27321|དུས་འཁོར་ཇོ་ནང་ལུགས་ཀྱི་བླ་མ་བརྒྱུད་པའི་རྣམ་ཐར|ccby|openAccess
W27418|ཉེ་བརྒྱུད་གཅོད་ཀྱི་ཁྲིད་ཡིག་གསལ་བར་བཀོད་པ་ལེགས་བཤད་བདུད་རྩིའི་རོལ་མཚོ|ccby|openAccess
W27477|གཅོད་ཀྱི་བཤད་པ་གསལ་བའི་སྒྲོན་མེ་སོགས|ccby|openAccess
W27506|བདུད་གཅོད་ཟབ་མོའི་སྐོར|ccby|openAccess
W27913|རིས་མེད་ཆོས་འབྱུང|ccby|openAccess
W27924|ཇོ་ནང་པའི་ཆོས་འབྱུང་གསལ་བྱེད་ཟླ་བའི་སྒྲོན་མེ|ccby|openAccess
W29294|ཇོ་ནང་དཀར་ཆག་ཤེལ་དཀར་ཕྲེང་མཛེས|ccby|openAccess
W29644|བདེ་བའི་རྡོ་རྗེའི་རྣམ་ཐར|ccby|openAccess
W29706|ཀོང་སྤྲུལ་གསན་ཡིག|ccby|openAccess
W2CZ6604|འཇམ་དབྱངས་ཆོས་ཀྱི་བློ་གྲོས་ཀྱི་རྣམ་ཐར་ཡོངས་འདུད་དགའ་ཚལ|ccby|openAccess
W2CZ7882|མན་ལུང་པའི་རྣམ་ཐར|ccby|openAccess
W2CZ7909|བཀའ་འབབ་བདུན་ལྡན་གྱི་བརྒྱུད་པའི་རྣམ་ཐར|ccby|openAccess
W2DB4575|ཉེ་བརྒྱུད་གཅོད་ཀྱི་ཁྲིད་ཡིག་ལེགས་བཤད་བདུད་རྩིའི་རོལ་མཚོ|ccby|openAccess
W2DB4612|རི་ཆོས་ངེས་དོན་རྒྱ་མཚོ|ccby|openAccess
W2DB4614|རྒྱུད་བླའི་ཊཱི་ཀ|ccby|openAccess
W2DB4615|ཕར་ཕྱིན་མདོ་ལུགས་མ|ccby|openAccess
W2DB4616|ཕར་ཕྱིན་ཉ་ཊཱི་ཀ|ccby|openAccess
W2DB4617|མངོན་པ་ཀུན་བཏུས|ccby|openAccess
W2MS2257|གསུང་ཐོར་བུ། ཀུན་དགའ་གྲོལ་མཆོག|ccby|openAccess
W2MS2274|གསུང་ཐོར་བུ། བློ་བཟང་མཆོག་གྲུབ|ccby|openAccess
W30066|རྗེ་ཀུན་དགའ་ཐུགས་རྗེ་དཔལ་བཟང་པོའི་རྣམ་ཐར|ccby|openAccess
W30073|ཀུན་དགའ་གྲོལ་མཆོག་གི་ཕྱི་ནང་གསང་གསུམ་གྱི་རྣམ་ཐར|ccby|openAccess
W30090|ཇོ་ནང་ཆོས་འབྱུང་ཟླ་བའི་སྒྲོན་མེ|ccby|openAccess
W30408|ཇོ་ནང་བའི་གདན་རབས་མདོར་བསྡུས་དྲང་སྲོང་རྒན་པོའི་ཞལ་ལུང|ccby|openAccess
W3CN616|གསུང་འབུམ། གཞན་ཕན་སྣང་བ།|ccby|openAccess
W3CN626|ཤེས་བྱ་ཀུན་ཁྱབ།|ccby|openAccess
W1KG13102|དཔལ་ཇོ་ནང་དུས་ཀྱི་འཁོར་ལོའི་བློས་བསླངས་དཀྱིལ་འཁོར་ཆེན་པོའི་ལྷ་ཚོགས།|ccby|openAccess
W1KG18291|དམ་པའི་ཆོས་ཀྱི་ཐོབ་ཡིག་བསྟན་པའི་ནོར་རྫས།|ccby|openAccess
W6460|དག་སྣང་སྤྲུལ་པའི་གླེགས་བམ|ccby|openAccess
W1CZ1869|བྱང་སེམས་རྒྱལ་བ་ཡེ་ཤེས་ཀྱི་རྣམ་ཐར|ccby|openAccess
W1PD95810|གསུང་འཐོར་བུ། བློ་གྲོས་རྒྱལ་མཚན|ccby|openAccess
W4CZ15391|ཀུན་དགའ་གྲོལ་མཆོག་བློ་གསལ་རྒྱ་མཚོའི་གསུང་འབུམ།|ccby|openAccess
W00EGS1016278|གཅོད་ཀྱི་ཆོས་སྐོར|ccby|openAccess
W00EGS1016290|སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མེ།|ccby|openAccess
W00KG01048|གསུང་ཐོར་བུ། ངག་དབང་རིན་ཆེན་བཟང་པོ|ccby|openAccess
W00KG01623|བཀའ་བབ་དྲུག་ལྡན་གྱི་ཟབ་ཁྲིད་བརྒྱུད་པའི་གསོལ་འདེབས་མུ་ཏིག་ཕྲེང་བ|ccby|openAccess
W00KG01632|ལུས་མཆོད་སྦྱིན་གྱི་ཟིན་བྲིས་མདོར་བསྡུས་ཀུན་དགའི་སྐྱེད་ཚལ|ccby|openAccess
W00KG01635|རིས་མེད་ཆོས་ཀྱི་འབྱུང་གནས་མདོ་ཙམ་སྨོས་པ་བློ་གསལ་མགྲིན་པའི་མཛེས་རྒྱན|ccby|openAccess
W00KG04004|ཀུན་དགའ་གྲོལ་མཆོག་གི་གསུང་འབུམ།（དབུ་མེད་བྲིས་རྙིང་།）|ccby|openAccess
W00KG0638|ཇོ་ནང་དཔེ་རྙིང་ཐོར་བུ།|ccby|openAccess
W00KG09216|བཀའ་བབ་བདུན་ལྡན་གྱི་བརྒྱུད་པའི་རྣམ་ཐར|ccby|openAccess
W00KG09825|རིས་མེད་ཆོས་འབྱུང|ccby|openAccess
W10130|རིས་མེད་ཆོས་འབྱུང་།（སི་ཁྲོན་མི་རིགས་དཔེ་སྐྲུན་ཁང་།）|ccby|openAccess
W19816|ཇོ་ནང་ཆོས་འབྱུང་ཟླ་བའི་སྒྲོན་མེ|ccby|openAccess
W8LS16235|གཅོད་ཡུལ་མཁའ་འགྲོའི་གད་རྒྱངས།|ccby|openAccess
W4CZ48539|སྙེམས་ཐག་གཅོད་པའི་ཁྲིད་ཀྱི་ཆ་ལག|ccby|openAccess
W1KG22083|གཅོད་ཀྱི་རྣམ་བཤད། ༼རོང་པོ་དགོན་ཆེན་གྱི་པར་མ།༽|ccby|openAccess
W3PD1002|གསུང་འབུམ། མཁྱེན་བརྩེའི་དབང་པོ།|ccby|openAccess
W1KG22476|གཅོད་ཀྱི་གདམས་པ་གདན་ཐོག་གཅིག་ཏུ་ཉམས་སུ་བླངས་ཆོག་སོགས།|ccby|openAccess
W1KG22486|ཟབ་དོན་གཅོད་ཀྱི་བྱིན་འབེབས་བྱིན་རླབས་ཆར་འབེབས་སོགས།|ccby|openAccess
