rid|tib-title|license|access
W1GS140301|འབྲུག་པ་དཀར་བརྒྱུད་ཀྱི་བསྟན་འཛིན་ཁམས་སྤྲུལ་སྐུ་རབས་རིམ་བྱོན་གྱི་གདན་ས་གཙོ་བོ་ཁམས་པ་སྒར་དཔལ་ཕུན་ཚོགས་ཆོས་འཁོར་གླིང་དང། དེའི་དགོན་ལག་རི་ཁྲོད་བཅས་ཀྱི་རྟེན་དང་བརྟེན་པའི་མཚན་ཐོ་རགས་རིམ།|ccby|openAccess
W1GS56154|ཆོས་ཀྱི་རྗེ་ཀརྨ་ཕྲིན་ལས་པའི་གསུང་འབུམ་ལས་རྡོ་རྗེའི་མགུར་གྱི་ཕྲེང་བ་དང་ཐུན་མོང་བའི་དྲིས་ལན་གྱི་ཕྲེང་བ།|ccby|openAccess
W1GS61404|གསུང་འབུམ། ཀུན་བཟང་འགྲོ་འདུལ་བདེ་ཆེན་རྡོ་རྗེ།|ccby|openAccess
W1GS66332|རྔོག་ཆོས་སྐོར་ཕྱོགས་བསྒྲིགས།|ccby|openAccess
W1GS66360|བཀའ་བརྒྱུད་པའི་གསུང་འབུམ་དཀར་ཆག|ccby|openAccess
W1KG10016|གསུང་ཐོར་བུ། བརྩོན་འགྲུས་གྲགས་པ།|ccby|openAccess
W1KG10019|གསུང་འབུམ། འཇིག་རྟེན་མགོན་པོ། ༼དབུ་མེད།༽|ccby|openAccess
W1KG10034|བཀའ་བརྒྱུད་ཀྱི་དགོན་སྡེ་སྐུ་གསུང་ཐུགས་རྟེན་སོགས་ཀྱི་ཟིན་ཐོ།|ccby|openAccess
W1KG10184|ཟབ་ལམ་བླ་མའི་རྣལ་འབྱོར་གྱི་རྣམ་བཤད་བཀའ་བརྒྱུད་རིན་པོ་ཆེའི་དགོངས་རྒྱན་སོགས།|ccby|openAccess
W1KG10187|འབྲི་གུང་གསེར་འཕྲེང་།|ccby|openAccess
W1KG10423|དཔལ་འབྲུག་པའི་ཆོས་སྲུང་ཡོངས་ཀྱི་རྗེས་གནང་གི་སྐོར།|ccby|openAccess
W1KG10446|སྣང་མཛད་ཡེ་ཤེས་ཀྱི་སྒྲོན་མ།|ccby|openAccess
W1KG10548|གཅོད་སྐོར་དགེ་ལུགས་པའི་ཆོ་ག།|ccby|openAccess
W1KG10776|སྤྱོད་བསྡུས་སྒྲོན་མེ། ༼དབུ་མེད།༽|ccby|openAccess
W1KG10854|གསུང་འབུམ། ཐུབ་བསྟན་ཆོས་ཀྱི་གྲགས་པ། ༼སྡེ་དགེ་པར་མ།༽|ccby|openAccess
W1KG11881|ཆོས་སྤྱོད་ཉེར་མཁོ་རིན་ཆེན་ནོར་བུའི་དོ་ཤལ།|ccby|openAccess
W1KG1646|མ་གཅིག་ལབ་ཀྱི་སྒྲོན་མའི་རྣམ་ཐར་དང་གཅོད་ཀྱི་ཆོས་སྐོར་མ་འོངས་ལུང་བསྟན་བཅས་པ|ccby|openAccess
W1KG2230|བཀའ་བརྒྱུད་གསེར་འཕྲེང་རྒྱས་པ|ccby|openAccess
W1KG2827|སྤྱན་སྔ་འབྲི་གུང་གླིང་པའི་རྣམ་ཐར་སྙན་པའི་འབྲུག་སྒྲ ༼ཀ༽|ccby|openAccess
W1KG2834|དཔལ་ལྡན་བླ་མ་དམ་པའི་རྣམ་པར་ཐར་པ་སྙན་གྲགས་ལྷ་ཡི་རྔ་ཆེན་ཚངས་དབྱངས་ཀྱི་སྒྲ་བརྒྱ་པ ༼ཁ༽|ccby|openAccess
W1KG2843|འབྲི་གུང་པ་རཏྣའི་མིང་ཅན་གྱི་སྐྱེས་རབས་མོས་གུས་དྲན་པའི་ལྕགས་ཀྱུ ༼ག༽|ccby|openAccess
W1KG2848|གྲུབ་ཐོབ་གླིང་ཆེན་རས་པའི་རྣམ་ཐར་ངོ་མཚར་ཆེ་བ ༼ཉ༽|ccby|openAccess
W1KG2849|ཆོས་རྗེ་འགྲོ་བའི་མགོན་པོ་གཙང་པ་རྒྱ་རས་ཀྱི་རྣམ་པར་ཐར་པ ༼ཏ༽|ccby|openAccess
W1KG3134|ངག་དབང་བཟང་པོའི་ཞབས་ཀྱི་རྟོགས་པ་བརྗོད་པ་ལེགས་པར་བཤད་པའི་གཏམ་འཆི་མེད་རྔ་སྒྲ|ccby|openAccess
W1KG3234|གསུང་འབུམ། ཡེ་ཤེས་གྲུབ་པ།|ccby|openAccess
W1KG3709|རོལ་པ་ཟང་ཐལ་གྱི་གཅོད་སྐོར།|ccby|openAccess
W1KG3724|དཔལ་ལྡན་ཤངས་པ་བཀའ་བརྒྱུད་ཀྱི་འདོན་ཆ་ཉེར་མཁོ།|ccby|openAccess
W1KG3815|ཀརྨ་པ་སྐུ་འཕྲེང་བཅུ་དྲུག་པ་ཚུན་རིམ་པར་བྱོན་པའི་རྣམ་ཐར་ཕྱོགས་བསྒྲིགས|ccby|openAccess
W1KG3830|ཆོས་རྗེ་ཀརྨ་པ་སྐུ་འཕྲེང་རིམ་བྱོན་གྱི་རྣམ་ཐར་མདོར་བསྡུས་དཔག་བསམ་ཁྲི་ཤིང|ccby|openAccess
W1KG3868|ངག་དབང་བཟང་པོའི་རྣམ་ཐར་གྱི་ཆ་ཤས་བརྗོད་པ་ཟླ་ཚེས་བདུད་རྩིའི་འཛུམ་རླབས|ccby|openAccess
W1KG3870|བདེ་ཆེན་ཆོས་འཁོར་ཡོངས་འཛིན་ཡེ་ཤེས་གྲུབ་པའི་རྣམ་ཐར|ccby|openAccess
W1KG3960|ཟབ་ལམ་མཁའ་འགྲོ་གསང་བའི་གཅོད་ཀྱི་གདམས་པ།|ccby|openAccess
W1KG3982|གཅོད་ཚོགས|ccby|openAccess
W1KG3983|གསུང་འབུམ། ཤཱཀྱ་ཤྲཱིའི|ccby|openAccess
W1KG4191|གསུང་འབུམ། སྒྲུབ་བརྒྱུད་ཉི་མ|ccby|openAccess
W1KG4192|ཁམས་སྤྲུལ་བསྟན་པའི་ཉི་མའི་གཏེར་བྱོན་དང་གསུང་ཐོར་བུ་སོགས|ccby|openAccess
W1KG4202|གྲུབ་ཐོབ་ཉག་སེ་གསུང་འབུམ་རིན་ཆེན་ཕྲེང་བ་མ་འོངས་ལུང་བཞི་བསྟན།|ccby|openAccess
W1KG4219|གསུང་འབུམ། འོད་ཟེར་རྒྱ་མཚོ|ccby|openAccess
W1KG4229|རྗེ་སྒམ་པོ་པས་མཛད་པའི་ཏཻ་ལོ་ནཱ་རོའི་རྣམ་ཐར་སོགས་ཆོས་ཚན་ཁག་ཅིག|ccby|openAccess
W1KG4231|དཔལ་འབྲུག་པའི་ཉམས་བཞེས་ཐུན་བཞིའི་རིམ་པ་རྣམས་ཕྱོགས་བསྒྲིགས་སུ་བཀོད་པ|ccby|openAccess
W1KG11912|གསུང་འབུམ། འཇིག་རྟེན་མགོན་པོ། ༼སྡེ་དགེ་པར་མ།༽|ccby|openAccess
W1KG4247|བླ་མ་བརྒྱུད་པའི་རྣམ་ཐར་ངོ་མཚར་ཟླ་བའི་མེ་ལོང|ccby|openAccess
W1KG4282|གསུང་འབུམ། ནུས་ལྡན་རྡོ་རྗེ།|ccby|openAccess
W1KG4328|བླ་བརྒྱུད་རྣམ་ཐར་དང་རྒྱན་དྲུག་ལོ་རྒྱུས་མདོར་བསྡུས་བློ་མུན་བསལ་བའི་མིག་ཐུར|ccby|openAccess
W1KG4334|དཔལ་སྤུངས་དཔེ་རྙིང་གསར་བསྐྲུན་ལས་དཀྱིལ་ཆོག་ཕྱོགས་བསྒྲིགས།|ccby|openAccess
W1KG4336|དཔལ་སྤུངས་དཔེ་རྙིང་གསར་བསྐྲུན་ལས་ཁྲིད་ཡིག་ཕྱོགས་བསྒྲིགས།|ccby|openAccess
W1KG4452|འབྲི་གུང་བཀའ་བརྒྱུད་ཀྱི་གདངས་ཡིག་ཕྱོགས་སྒྲིག|ccby|openAccess
W1KG4479|བསྟན་སྙིང་ཡིག་ཆ།|ccby|openAccess
W1KG4532|ཞལ་འདོན་གཅེས་བཏུས|ccby|openAccess
W1KG4608|ཕྱག་ཆེན་སྔོན་འགྲོ་ཐུན་མོང་གི་ཁྲིད་ཡིག་གསེར་གྱི་ཐིགས་པ|ccby|openAccess
W1KG4870|གསུང་ཐོར་བུ། མི་བསྐྱོད་རྡོ་རྗེ|ccby|openAccess
W1KG4876|གསུང་འབུམ། ཆོས་གྲགས་ཡེ་ཤེས|ccby|openAccess
W1KG5328|ཐུབ་བསྟན་རིས་སུ་མ་ཆད་པའི་བླ་མ་མཆོད་པ་དང་ལྷན་ཐབས་བཅས|ccby|openAccess
W1KG5372|གསུང་འབུམ། ངག་དབང་དཔལ་བཟང|ccby|openAccess
W1KG5451|དམ་ཆོས་ཡིད་བཞིན་ནོར་བུ་ཐར་པ་རིན་པོ་ཆེའི་རྒྱན|ccby|openAccess
W1KG5662|བཀའ་བརྒྱུད་སྨོན་ལམ།|ccby|openAccess
W1KG5786|ནི་གུའི་ཆོས་དྲུག་གྲུབ་པའི་དགོངས་རྒྱན|ccby|openAccess
W1KG5793|གསུང་འབུམ། དཀོན་མཆོག་བསྟན་འཛིན|ccby|openAccess
W1KG5929|དཔལ་རྒྱལ་དབང་འབྲུག་པའི་གདན་རབས་མདོར་བསྡུས་ངོ་མཚར་གསེར་གྱི་ལྡེ་མིག|ccby|openAccess
W1KG6204|གསུང་ཐོར་བུ། མི་ཕམ་དགེ་ལེགས་རྣམ་རྒྱལ།|ccby|openAccess
W1KG6255|འབྲི་གུང་གདན་རབས་གསེར་ཕྲེང་།|ccby|openAccess
W1KG8321|གསུང་འབུམ། ཀརྨ་ཆགས་མེད། ༼གནས་མདོ་དཔེ་རྙིང་ཉམས་གསོ་ཁང་།༽|ccby|openAccess
W1KG8537|རྒྱལ་བ་གནས་མདོ་པའི་བླ་བརྒྱུད་དང་དམ་པའི་ཆོས་ཀྱི་བྱུང་བ་མདོར་བསྡུས་དྭངས་ཤེལ་མེ་ལོང་།|ccby|openAccess
W1KG9248|ལྷོ་འབྲུག་ཕྱོགས་ཀྱི་བླ་མ་འགའི་རྣམ་ཐར།|ccby|openAccess
W1KG9253|འབྲི་གུང་བཀའ་བརྒྱུད་ཀྱི་དཔྱད་གཞི་ཡིག་རིགས།|ccby|openAccess
W1KG9257|ཀམ་ཚང་བཀའ་བརྒྱུད་དང་རིས་མེད་དཔེ་ཐོ།|ccby|openAccess
W1KG9259|སྒྲུབ་བརྒྱུད་ཀརྨ་ཀཾ་ཚང་བརྒྱུད་པ་རིན་པོ་ཆེའི་རྣམ་པར་ཐར་པ་རབ་བྱམས་ནོར་བུ་ཟླ་བ་ཆུ་ཤེལ་གྱི་ཕྲེང་བ།༼ཁོལ་ཕྱུང་།༽|ccby|openAccess
W1KG9306|ཇོ་ནང་དང་ཤངས་པ། ལྷོ་བྲག་གྲུབ་ཆེན་རྣམ་ཐར་སོགས་ཀྱི་དཔྱད་གཞི་ཟུར་བཀོལ།|ccby|openAccess
W1KG9609|ཁྲོས་མའི་སྒྲུབ་སྐོར།|ccby|openAccess
W1KG9670|ཟབ་གསང་མཁའ་འགྲོ་གསང་མཛོད།|ccby|openAccess
W1KG9675|མགོན་པོ་འབྲི་གུང་པའི་བསྟན་སྲུང་རྣམས་ཀྱི་གསོལ་བསྐང་ཡོངས་རྫོགས།|ccby|openAccess
W1KG9701|བླ་མེད་སྙིང་ཐིག་མཁའ་འགྲོ་ཡོངས་འདུས།|ccby|openAccess
W1KG9729|ཕྱག་རྒྱ་ཆེན་པོ་ལྔ་ལྡན་བྱིན་རླབས་དཔལ་འབར་སོགས།|ccby|openAccess
W1KG9819|ཟབ་དོན་ཐུགས་ཀྱི་སྙིང་པོ་བདུད་ཀྱི་གཅོད་ཡུལ་གྱི་སྐོར།|ccby|openAccess
W1KG988|སྟག་བྲག་བསམ་གཏན་གླིང་གི་ཕྱག་བཞེས་མདོ་སྔགས་ཆོས་སྤྱོད|ccby|openAccess
W1PD105899|ཞི་བྱེད་དང་ཤངས་པའི་ཆོས་སྐོར།|ccby|openAccess
W1PD44712|སྟག་ལུང་ཐང་པ་བཀྲ་ཤིས་དཔལ་གྱི་རྣམ་ཐར|ccby|openAccess
W1KG11958|ཀརྨ་ཀཾ་ཚང་གི་རང་ལུགས་ཆོ་གའི་སྐོར།|ccby|openAccess
W1KG12516|ཀརྨ་བཀའ་བརྒྱུད་ཀྱི་ཆོས་སྤྱོད།|ccby|openAccess
W1KG12529|དཔལ་སྤུངས་དབྱངས་ཡིག་སྐོར།|ccby|openAccess
W1KG12530|ལམ་ཟབ་བླ་མ་སྒྲུབ་པའི་ཆོས་སྐོར།|ccby|openAccess
W1KG12531|འབྲུག་པ་བཀའ་བརྒྱུད་པའི་ཆོ་གའི་རྣམ་བཤད།|ccby|openAccess
W1KG11865|འབྲི་གུང་བཀའ་བརྒྱུད་ཀྱི་འདོན་ཆོག་སྐོར།|ccby|openAccess
W20423|བཀའ་བརྒྱུད་པའི་ཞལ་འདོན་ཕྱོགས་བསྒྲིགས།|ccby|openAccess
W20441|ཤངས་པ་བཀའ་བརྒྱུད་བླ་རབས་ཀྱི་རྣམ་ཐར|ccby|openAccess
W20499|བཀའ་བརྒྱུད་པའི་སྐྱེས་ཆེན་དམ་པ་རྣམས་ཀྱི་རྣམ་ཐར།|ccby|openAccess
W1KG12538|བླ་མ་མཆོད་པའི་ཆོ་ག་ཡོན་ཏན་ཀུན་འབྱུང་གི་དབང་ཆོས་ཕྱོགས་བསྒྲིགས་བཀླག་ཆོག|ccby|openAccess
W1KG12539|ཕྱག་ཆེན་ལྔ་ལྡན་སོགས་ཀྱི་ཁྲིད་ཡིག་ཟབ་རྒྱས་རིན་ཆེན་ཕྲེང་བ།|ccby|openAccess
W20749|དཀར་རྙིང་གི་སྐྱེས་ཆེན་དུ་མའི་ཕྱག་རྫོགས་ཀྱི་གདམས་ངག་གནད་བསྡུས་ཉེར་མཁོ་རིན་པོ་ཆེའི་གཏེར་མཛོད།（རྩིབས་རིའི་པར་མ།）|ccby|openAccess
W1KG12546|རྙིང་མ་དང་བཀའ་བརྒྱུད་པའི་ཁྲིད་ཡིག་ཁག་ཅིག|ccby|openAccess
W20876|བཀའ་བརྒྱུད་སྔགས་མཛོད|ccby|openAccess
W20877|གདམས་ངག་མཛོད།|ccby|openAccess
W20880|འཇམ་མགོན་ཀོང་སྤྲུལ་བློ་གྲོས་མཐའ་ཡས་ཀྱི་རང་རྣམ།|ccby|openAccess
W1KG12172|ཨ་ཕྱི་ཆོས་ཀྱི་སྒྲོལ་མའི་སྒྲུབ་སྐོར།|ccby|openAccess
W21026|བཀྲ་ཤིས་དཔལ་གྱི་རྣམ་ཐར|ccby|openAccess
W21141|མཁའ་འགྲོ་སྙན་བརྒྱུད་ཀྱི་ཡིག་རྙིང|ccby|openAccess
W21237|བཀའ་བརྒྱུད་གསེར་ཕྲེང|ccby|openAccess
W21512|འབྲུག་པ་དཀར་བརྒྱུད་པའི་དབང་དཔེ|ccby|openAccess
W21549|རི་ཆོས་ཡོན་ཏན་ཀུན་འབྱུང་དང་ལྷན་ཐབས|ccby|openAccess
W21550|སྙན་རྒྱུད་རྡོ་རྗེའི་ཚིག་རྐང་གི་འབྲེལ་ཟབ་ལམ་ཆུ་བོ་ཀུན་འདུས་ནོར་བུའི་འབྱུང་གནས|ccby|openAccess
W21551|སྟག་ལུང་རྗེས་གནང་བཞི་བཅུ་རྩ་གསུམ|ccby|openAccess
W21552|པད་དཀར་རྒྱ་མཚོའི་ཉམས་མགུར་གྱི་རྟོགས་པ་བརྗོད་པའི་གཏམ་བཅད་ལྷུག་སྤེལ་མའི་དོ་ཤལ་ཅེས་བྱ་བ་རི་ཁྲོད་པའི་མཛེས་རྒྱན་དུ་འོས་པ|ccby|openAccess
W21715|རས་ཆུང་རྡོ་རྗེ་གྲགས་པའི་རྣམ་ཐར|ccby|openAccess
W21718|སྒྲ་བསྒྱུར་མར་པ་ལོ་ཙཱའི་རྣམ་པར་ཐར་པ་མཐོང་བ་དོན་ཡོད|ccby|openAccess
W21807|གསུང་འབུམ། མཁྱེན་བརྩེའི་དབང་པོ།|ccby|openAccess
W21808|རྒྱ་ཆེན་བཀའ་མཛོད།（དཔལ་སྤུངས་པར་མ་འབྲུག་སྤ་གྲོའི་བསྐྱར་པར་མ།）|ccby|openAccess
W21811|གདམས་ངག་མཛོད།|ccby|openAccess
W21813|གསུང་འབུམ། འཇམ་དབྱངས་ཆོས་ཀྱི་བློ་གྲོས། ༼དབུ་མེད།༽|ccby|openAccess
W21814|གསུང་ཐོར་བུ། འཇམ་དབྱངས་ཆོས་ཀྱི་བློ་གྲོས། ༼རྒྱ་གར་བིརའི་པར་མ།༽|ccby|openAccess
W21963|བཀའ་བརྒྱུད་མགུར་མཚོ|ccby|openAccess
W21969|དཔལ་ལྡན་རྟ་རྣ་ལུགས་ཀྱི་བསྐང་གསོ་གཏོར་ཆོག་སོགས།|ccby|openAccess
W21993|གསུང་ཐོར་བུ། ཀུན་དགའ་རིན་ཆེན|ccby|openAccess
W22080|གསུང་འབུམ། པདྨ་དཀར་པོ|ccby|openAccess
W22081|གསུང་འབུམ། མཁའ་ཁྱབ་རྡོ་རྗེ། （དཔལ་སྤུངས་པར་མ།）|ccby|openAccess
W22082|གསུང་འབུམ། ཆོས་ཀྱི་གྲགས་པ|ccby|openAccess
W22139|གསུང་འབུམ། ཀརྨ་རིན་ཆེན་དར་རྒྱས|ccby|openAccess
W22148|གྲུབ་ཆེན་ཨུ་རྒྱན་པའི་རྣམ་ཐར།|ccby|openAccess
W22182|མི་ཕམ་ངག་དབང་སྙན་གྲགས་དཔལ་བཟང་པོའི་རྣམ་པར་ཐར་པ་ངོ་མཚར་རྒྱ་མཚོའི་ཟློས་གར|ccby|openAccess
W22189|ངག་དབང་ཆོས་ཀྱི་རྒྱ་མཚོའི་རང་རྣམ|ccby|openAccess
W22245|འཁྲུལ་ཞིག་ངག་དབང་ཚེ་རིང་གི་རྣམ་ཐར་དང་གསུང་སྐོར།|ccby|openAccess
W22249|གསུང་ཐོར་བུ། དཀོན་མཆོག་བསྟན་པ|ccby|openAccess
W19811|གཅོད་ཡུལ་ཉོན་མོངས་ཞི་བྱེད་ཀྱི་བཀའ་གཏེར་བླ་མ་བརྒྱུད་པའི་རྣམ་ཐར་བྱིན་རླབས་གཏེར་མཚོ།|ccby|openAccess
W1CZ1886|ཀརྨ་པ་ཆོས་དབྱིངས་རྡོ་རྗེའི་རྣམ་ཐར|ccby|openAccess
W1CZ1980|འབྲུག་པ་ཀུན་ལེགས་ཀྱི་གསུང་ཐོར་བུ།|ccby|openAccess
W1CZ1988|མི་ལ་རས་པའི་རྣམ་མགུར|ccby|openAccess
W1KG10030|འབའ་རོམ་བཀའ་བརྒྱུད་གནམ་ཚང་གསར་དགོན་གྱི་ལོ་རྒྱུས་དང་རྣམ་ཐར་སོགས།|ccby|openAccess
W1KG3410|གཅོད་ཚོགས་ཡོན་ཏན་ཀུན་འབྱུང|ccby|openAccess
W1KG3511|བདུད་འཇོམས་ཁྲོས་མ|ccby|openAccess
W1KG3680|དྭགས་པོ་ཐར་རྒྱན|ccby|openAccess
W1KG3869|ལྷ་རྩེ་བ་ཆེན་པོའི་རྣམ་པར་ཐར་པ་རབ་བསྔགས་སྙན་པའི་སྒྲ་དབྱངས་བརྒྱ་པ་དང་དེའི་འཕྲོས་ཅུང་ཟད་གླེང་བ|ccby|openAccess
W1KG3940|དམ་ཆོས་ཐུབ་པ་ལྔའི་སྔོན་འགྲོ་རྒྱུ་འབྲས་སྟོན་པའི་མེ་ལོང|ccby|openAccess
W1KG4276|རྗེ་བཙུན་མི་ལ་རས་པའི་རྣམ་ཐར་དང་མགུར་འབུམ|ccby|openAccess
W1KG4277|དཔལ་འབྲུག་པའི་ཟབ་ཁྲིད་ཕྱོགས་བསྡེབས|ccby|openAccess
W1KG4280|གསུང་འབུམ། པདྨ་ཉིན་བྱེད་དབང་པོ།|ccby|openAccess
W1KG5663|བཀའ་བརྒྱུད་སྨོན་ལམ་ཆེན་མོའི་ཞལ་འདོན|ccby|openAccess
W1KG16607|ལམ་རིམ་ཐར་རྒྱན།|ccby|openAccess
W1KG14303|གསུང་འབུམ། ཆོས་ཀྱི་བློ་གྲོས།|ccby|openAccess
W1KG14335|གསུང་འབུམ། མི་ལ་རས་པ།|ccby|openAccess
W22933|གསུང་འབུམ། ཀརྨ་ཆགས་མེད། ༼སི་ཁྲོན་ཞིང་ཆེན་མི་རིགས་ཞིབ་འཇུག་སུའོ་བོད་ཀྱི་རིག་གནས་ཞིབ་འཇུག་ཁང་།༽|ccby|openAccess
W23154|དཔལ་ལྡན་བླ་མ་ཐམས་ཅད་མཁྱེན་གཟིགས་ཆེན་པོ་ངག་དབང་འཇིགས་མེད་གྲགས་པའི་རྣམ་པར་ཐར་པ་བྱང་ཆེན་སྤྱོད་པའི་རྒྱ་མཚོར་འཇུག་པའི་གཏམ་སྙན་པའི་ཡན་ལག་འབུམ་ལྡན་རྫོགས་ལྡན་དགའ་ཆར་སྦྱིན་པའི་ཆོས་ཀྱི་སྤྲིན་ཆེན་པོའི་དབྱངས|ccby|openAccess
W23157|ཁམས་སྤྲུལ་ངག་དབང་བསྟན་པའི་ཉི་མའི་གསན་ཡིག|ccby|openAccess
W23158|དགོངས་པ་ཡང་ཟབ་གྱི་གཏེར་ཆོས་སྐོར|ccby|openAccess
W23163|གསུང་འབུམ། ཀརྨ་སྒྲུབ་བརྒྱུད་འཕྲིན་ལས་རབ་རྒྱས|ccby|openAccess
